"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the paas charm.
    act: deploy the MongoDB database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","119665","test_with_mongodb[spring_boot_app-8080-mongodb/status]","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_mongodb","",""
"
    arrange: build and deploy the flask charm, and deploy the ingress.
    act: relate the ingress charm with the Flask charm.
    assert: requesting the charm through traefik should return a correct response,
         and the BASE_URL config should be correctly set (FLASK_BASE_URL env variable).
    ","27057","test_with_ingress","tests.integration.flask","2026-07-11","passed","2026-07-11","","test_charm","",""
"
    arrange: build and deploy the flask charm.
    act: add a unit and request env variables through the unit IP addresses.
    assert: the peer address must be present in the units' env.
    ","107013","test_app_peer_address","tests.integration.flask","2026-07-11","passed","2026-07-11","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","202187","test_loki_integration[django_app-8000]","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_loki","",""
"
    arrange: flask charm with paas-config.yaml containing custom scrape_configs, scaled to 2 units.
    act: establish relation with prometheus charm.
    assert: prometheus scrapes framework default jobs (port 9102 on 2 units), custom jobs
        (port 8081 on 2 units using wildcard), and scheduler-only job (port 8082 on unit 0 only
        using @scheduler placeholder). Verify custom labels and @scheduler resolves to unit 0 FQDN.
    ","59315","test_prometheus_custom_scrape_configs","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_prometheus","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","118629","test_prometheus_integration[django_app-9102-/metrics]","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_prometheus","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","96040","test_rabbitmq_server_integration[go_app-8080-rabbitmq_k8s_app]","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_rabbitmq","",""
"
    arrange: integrate the spring boot charm with SAML integrator.
    act: call the samltest endpoint.
    assert: the charm should be redirected to IdP and when logged in should return 200.
    ","37864","test_springboot_saml_integration","tests.integration.springboot","2026-07-11","passed","2026-07-11","","test_spring_saml","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the redis database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","54519","test_with_redis[flask_app-8000-redis/status]","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_redis","",""
"
    arrange: Build and deploy the charm with minimal integrations.
    act: Send a request to the web application.
    assert: The request succeeds.
    ","188","test_flask_minimal","tests.integration.integrations","2026-07-11","passed","2026-07-11","","test_minimal","",""
