"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","140152","test_rabbitmq_server_integration[flask_app-8000-rabbitmq_k8s_app]","tests.integration.integrations","2026-04-11","passed","2026-04-11","","test_rabbitmq","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations
        to certain invalid values.
    act: none.
    assert: flask charm should enter the blocked status and the status message should show
        invalid configuration options.
    ","214","test_invalid_flask_config[permanent_session_lifetime]","tests.integration.flask","2026-04-11","passed","2026-04-11","","test_flask_configs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","48286","test_grafana_integration[expressjs_app-ExpressJS Operator]","tests.integration.integrations","2026-04-11","passed","2026-04-11","","test_grafana","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","213","test_app_config[dict]","tests.integration.flask","2026-04-11","passed","2026-04-11","","test_flask_configs","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","212","test_flask_config[secret_key]","tests.integration.flask","2026-04-11","passed","2026-04-11","","test_flask_configs","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","69157","test_openfga_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-04-11","passed","2026-04-11","","test_openfga","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations
        to certain invalid values.
    act: none.
    assert: flask charm should enter the blocked status and the status message should show
        invalid configuration options.
    ","207","test_invalid_flask_config[preferred_url_scheme]","tests.integration.flask","2026-04-11","passed","2026-04-11","","test_flask_configs","",""
"
    arrange: build and deploy the fastapi charm.
    act: send a request to the fastapi application managed by the fastapi charm.
    assert: the fastapi application should return a correct response.
    ","234","test_fastapi_is_up","tests.integration.fastapi","2026-04-11","passed","2026-04-11","","test_fastapi","",""
"
    arrange: build and deploy the flask charm, and change secret configurations.
    act: query flask environment variables from the Flask server.
    assert: the flask environment variables should match secret configuration values.
    ","219","test_flask_secret_config[secret_key]","tests.integration.flask","2026-04-11","passed","2026-04-11","","test_flask_configs","",""
"
    arrange: deploy Flask and Tempo, and relate tracing.
    act: send requests to Flask root endpoint.
    assert: gunicorn access logs include traceId and spanId.
    ","","test_flask_access_logs_have_trace_correlation","tests.integration.integrations","","unknown","","","test_tracing","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","","test_workload_tracing[go_app-8080]","tests.integration.integrations","","unknown","","","test_tracing","",""
"
    arrange: build and deploy the go charm with postgresql integration.
    act: send a request to an endpoint that uses the table created by the migration script.
    assert: the go application should return a correct response.
    ","276","test_migration","tests.integration.go","2026-04-11","passed","2026-04-11","","test_go","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","","test_workload_tracing[spring_boot_app-8080]","tests.integration.integrations","","unknown","","","test_tracing","",""
"
    arrange: after Go charm has been deployed.
    act: integrate with the traefik charm with the ingress integration and change app-port configuration.
    assert: charm opened ports should change accordingly.
    ","11102","test_open_ports","tests.integration.go","2026-04-11","failed","2026-04-11","","test_go","",""
"
    arrange: build and deploy the django charm with database migration enabled.
    act: access an endpoint requiring database.
    assert: request succeed.
    ","839","test_django_database_migration","tests.integration.django","2026-04-11","passed","2026-04-11","","test_django","",""
