"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the flask charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the flask application managed by the flask charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","173168","test_flask_webserver_timeout[timeout=3]","tests.integration.flask","2026-07-04","passed","2026-07-04","","test_charm","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","54281","test_grafana_integration[flask_app-Flask Operator]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_grafana","",""
"
    arrange: build and deploy the flask charm.
    act: query flask secret key from the Flask server.
    assert: flask should have a default and secure secret configured.
    ","877","test_default_secret_key","tests.integration.flask","2026-07-04","passed","2026-07-04","","test_charm","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","58291","test_smtp_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_smtp","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","215","test_flask_config[permanent_session_lifetime]","tests.integration.flask","2026-07-04","passed","2026-07-04","","test_flask_configs","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","216710","test_oauth_integrations[spring_boot_app-oauth2/authorization/oidc]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_oauth","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","89314","test_smtp_integrations[django_app-8000]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_smtp","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","51788","test_prometheus_integration[go_app-8081-/metrics]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_prometheus","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","160932","test_workload_tracing[django_app-8000]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_tracing","",""
"
    arrange: build and deploy the ExpressJS charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","6204","test_user_defined_config","tests.integration.expressjs","2026-07-04","passed","2026-07-04","","test_expressjs","",""
"
    arrange: The app and rabbitmq deployed
    act: Integrate the app with rabbitmq
    assert: Assert that RabbitMQ works correctly
    ","95990","test_rabbitmq_server_integration[go_app-8080-rabbitmq_k8s_app]","tests.integration.integrations","2026-07-04","passed","2026-07-04","","test_rabbitmq","",""
"
    arrange: deploy the FastAPI charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /boom (access log + error log with exception).
    assert: container logs contain valid JSON with OTEL fields, trace correlation, and exception info.
    ","1566","test_json_logging","tests.integration.fastapi","2026-07-04","passed","2026-07-04","","test_fastapi","",""
"
    arrange: build and deploy the ExpressJS charm.
    act: call the endpoint.
    assert: the charm should respond with 200 OK.
    ","341","test_expressjs_is_up","tests.integration.expressjs","2026-07-04","passed","2026-07-04","","test_expressjs","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","34782","test_non_optional[go]","tests.integration.general","2026-07-04","passed","2026-07-04","","test_config","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","69050","test_non_root_loki_integration[FastAPI non-root]","tests.integration.general","2026-07-04","passed","2026-07-04","","test_non_root_loki","",""
"
    arrange: Flask is deployed with async enabled rock. Change gunicorn worker class.
    act: Do 15 requests that would take 2 seconds each.
    assert: All 15 requests should be served in under 3 seconds.
    ","5376","test_async_workers","tests.integration.flask","2026-07-04","passed","2026-07-04","","test_workers","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","5675","test_django_webserver_timeout[timeout=3]","tests.integration.django","2026-07-04","passed","2026-07-04","","test_django","",""
