"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","345080","test_oauth_integrations[spring_boot_app-oauth2/authorization/oidc]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_oauth","",""
"
    arrange: build and deploy the go charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5862","test_user_defined_config","tests.integration.go","2026-04-04","passed","2026-04-04","","test_go","",""
"
    arrange: build and deploy the django charm with database migration enabled.
    act: access an endpoint requiring database.
    assert: request succeed.
    ","714","test_django_database_migration","tests.integration.django","2026-04-04","passed","2026-04-04","","test_django","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","181638","test_workload_tracing[django_app-8000]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_tracing","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","39289","test_workers_and_scheduler_services[3]","tests.integration.flask","2026-04-04","passed","2026-04-04","","test_workers","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","46480","test_non_root_db_migration[Django non-root]","tests.integration.general","2026-04-04","passed","2026-04-04","","test_non_root_db_migration","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MongoDB database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","59696","test_with_mongodb[flask_app-8000-mongodb/status]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_mongodb","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","50577","test_smtp_integrations[fastapi_app-8080]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_smtp","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","5760","test_django_webserver_timeout[timeout=3]","tests.integration.django","2026-04-04","passed","2026-04-04","","test_django","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","215","test_app_config[builtin]","tests.integration.flask","2026-04-04","passed","2026-04-04","","test_flask_configs","",""
"
    arrange: build and deploy the flask charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the flask application managed by the flask charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","186401","test_flask_webserver_timeout[timeout=5]","tests.integration.flask","2026-04-04","passed","2026-04-04","","test_charm","",""
"
    arrange: build and deploy the flask charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","82109","test_with_database[postgresql/status-postgresql-k8s-14/edge-None-True]","tests.integration.flask","2026-04-04","passed","2026-04-04","","test_database","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","119726","test_prometheus_integration[django_app-9102-/metrics]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_prometheus","",""
"
    arrange: build and deploy the go charm with postgresql integration.
    act: send a request to an endpoint that uses the table created by the migration script.
    assert: the go application should return a correct response.
    ","288","test_migration","tests.integration.go","2026-04-04","passed","2026-04-04","","test_go","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","49044","test_prometheus_integration[spring_boot_app-8080-/actuator/prometheus]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_prometheus","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","66199","test_non_root_loki_integration[Go non-root]","tests.integration.general","2026-04-04","passed","2026-04-04","","test_non_root_loki","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","60125","test_smtp_integrations[spring_boot_app-8080]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_smtp","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","55619","test_prometheus_integration[fastapi_app-8080-/metrics]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_prometheus","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","39660","test_with_mysql[spring_boot_mysql_app-8080-mysql/status]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_mysql","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","38880","test_grafana_integration[go_app-Go Operator]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_grafana","",""
"
    arrange: build and deploy the django charm.
    act: create a superuser using the create-superuser action.
    assert: a superuser is created by the charm.
    ","6295","test_django_create_superuser","tests.integration.django","2026-04-04","passed","2026-04-04","","test_django","",""
"
    arrange: Deploy 12-factor app and http proxy configurator correctly configured.
    act: Relate the http proxy configurator with the 12-factor app.
    assert: The correct proxy env vars from the relation are set in the 12-factor app.
    ","54557","test_proxy_integration[flask_app-8000]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_http_proxy","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","162925","test_loki_integration[expressjs_app-8080]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_loki","",""
"
    arrange: build and deploy the ExpressJS charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the migration script.
        Then try to add same user twice.
    assert: the ExpressJS application should add the user only once.
    ","286","test_migration","tests.integration.expressjs","2026-04-04","passed","2026-04-04","","test_expressjs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","46239","test_s3_integration[flask_app-8000]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_s3","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","34524","test_non_optional[flask]","tests.integration.general","2026-04-04","passed","2026-04-04","","test_config","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","9754","test_django_webserver_timeout[timeout=5]","tests.integration.django","2026-04-04","passed","2026-04-04","","test_django","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","72780","test_with_mysql[flask_app-8000-mysql/status]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_mysql","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","44179","test_openfga_integrations[flask_app-8000]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_openfga","",""
"
    arrange: Build and deploy the charm with minimal integrations.
    act: Send a request to the web application.
    assert: The request succeeds.
    ","226","test_flask_minimal","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_minimal","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","138080","test_non_root_loki_integration[Django non-root]","tests.integration.general","2026-04-04","passed","2026-04-04","","test_non_root_loki","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","76695","test_non_root_loki_integration[ExpressJS non-root]","tests.integration.general","2026-04-04","passed","2026-04-04","","test_non_root_loki","",""
"
    arrange: build and deploy the ExpressJS charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5763","test_user_defined_config","tests.integration.expressjs","2026-04-04","passed","2026-04-04","","test_expressjs","",""
"
    arrange: Integrate the Charm with saml-integrator, with a real SP.
    act: Call the endpoint to get env variables.
    assert: Valid Saml env variables should be in the workload.
    ","64822","test_saml_integration[flask_app-8000]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_saml","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","224208","test_loki_integration[django_app-8000]","tests.integration.integrations","2026-04-04","passed","2026-04-04","","test_loki","",""
