"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","49042","test_openfga_integrations[flask_app-8000]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_openfga","",""
"
    arrange: after non-root charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","78157","test_non_root_loki_integration[Flask non-root]","tests.integration.general","2026-06-27","passed","2026-06-27","","test_non_root_loki","",""
"
    arrange: build and deploy the fastapi charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the micration script.
    assert: the fastapi application should return a correct response.
    ","208","test_migration","tests.integration.fastapi","2026-06-27","passed","2026-06-27","","test_fastapi","",""
"
    arrange: build and deploy the go charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","5638","test_user_defined_config","tests.integration.go","2026-06-27","passed","2026-06-27","","test_go","",""
"
    arrange: build and deploy the flask charm.
    act: add a unit and request env variables through the unit IP addresses.
    assert: the peer address must be present in the units' env.
    ","110918","test_app_peer_address","tests.integration.flask","2026-06-27","passed","2026-06-27","","test_charm","",""
"
    arrange: build and deploy the django charm.
    act: create a superuser using the create-superuser action.
    assert: a superuser is created by the charm.
    ","6124","test_django_create_superuser","tests.integration.django","2026-06-27","passed","2026-06-27","","test_django","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","162914","test_loki_integration[flask_app-8000]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_loki","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","180","test_flask_config[secret_key]","tests.integration.flask","2026-06-27","passed","2026-06-27","","test_flask_configs","",""
"
    arrange: Flask and redis deployed and integrated.
    act: Scale the app to the desired number of units.
    assert: There should be only one scheduler and as many workers as units. That will
            be checked because the scheduler is constantly sending tasks with its hostname
            to the workers, and the workers will put its own hostname and the schedulers
            hostname in Redis sets. Those sets are checked through the Flask app,
            that queries Redis.
    ","21583","test_workers_and_scheduler_services[1]","tests.integration.flask","2026-06-27","passed","2026-06-27","","test_workers","",""
"
    arrange: build and deploy the go charm.
    act: send a request to the go application managed by the go charm.
    assert: the go application should return a correct response.
    ","213","test_go_is_up","tests.integration.go","2026-06-27","passed","2026-06-27","","test_go","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","119459","test_prometheus_integration[django_app-9102-/metrics]","tests.integration.integrations","2026-06-27","passed","2026-06-27","","test_prometheus","",""
