"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    arrange: build and deploy the paas charm.
    act: deploy the MongoDB database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","61364","test_with_mongodb[flask_app-8000-mongodb/status]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_mongodb","",""
"
    arrange: Integrate the Charm with saml-integrator, with a real SP.
    act: Call the endpoint to get env variables.
    assert: Valid Saml env variables should be in the workload.
    ","71042","test_saml_integration[flask_app-8000]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_saml","",""
"
    arrange: build and deploy the django charm, and change the django related configuration.
    act: send request to the django application to retrieve the corresponding settings.
    assert: settings in django application correctly updated according to the charm configuration.
    ","453","test_django_charm_config[secret-key]","tests.integration.django","2026-09-12","passed","2026-09-12","","test_django","",""
"
    arrange: set up the test Juju model and deploy the workload charm.
    act: integrate with ingress and hydra.
    assert: the workload charm uses the Kratos charm as the idp.
    ","297432","test_oauth_integrations[flask_app-login]","tests.integration.integrations","2026-09-12","broken","2026-09-12","","test_oauth","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","61950","test_workload_tracing[expressjs_app-8080]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_tracing","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","60693","test_workload_tracing[spring_boot_app-8080]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_tracing","",""
"
    arrange: build and deploy the django charm.
    act: create a superuser using the create-superuser action.
    assert: a superuser is created by the charm.
    ","6184","test_django_create_superuser","tests.integration.django","2026-09-12","passed","2026-09-12","","test_django","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with prometheus charm.
    assert: prometheus metrics endpoint for prometheus is active and prometheus has active scrape
        targets.
    ","50326","test_prometheus_integration[go_app-8081-/metrics]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_prometheus","",""
"
    arrange: deploy the FastAPI charm with framework_logging_format=json in paas-config.yaml.
    act: make a request to GET /boom (access log + error log with exception).
    assert: container logs contain valid JSON with OTEL fields, trace correlation, and exception info.
    ","1466","test_json_logging","tests.integration.fastapi","2026-09-12","passed","2026-09-12","","test_fastapi","",""
"
    arrange: Deploy Tempo cluster, app to test and postgres if required.
    act: Send 5 requests to the app.
    assert: Tempo should have tracing info about the app.
    ","48246","test_workload_tracing[go_app-8080]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_tracing","",""
"
    arrange: build and deploy the flask charm.
    act: query flask secret key from the Flask server.
    assert: flask should have a default and secure secret configured.
    ","989","test_default_secret_key","tests.integration.flask","2026-09-12","passed","2026-09-12","","test_charm","",""
"
    arrange: build and deploy the django charm, and change the gunicorn timeout configuration.
    act: send long-running requests to the django application managed by the django charm.
    assert: the gunicorn should restart the worker if the request duration exceeds the timeout.
    ","13882","test_django_webserver_timeout[timeout=7]","tests.integration.django","2026-09-12","passed","2026-09-12","","test_django","",""
"
    arrange: build and deploy the flask charm, and change Flask app configurations.
    act: none.
    assert: Flask application should receive the application configuration correctly.
    ","179","test_app_config[bool]","tests.integration.flask","2026-09-12","passed","2026-09-12","","test_flask_configs","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","45354","test_s3_integration[flask_app-8000]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_s3","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","42336","test_non_root_db_migration[Flask non-root]","tests.integration.general","2026-09-12","passed","2026-09-12","","test_non_root_db_migration","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","29526","test_non_optional[go]","tests.integration.general","2026-09-12","passed","2026-09-12","","test_config","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the MySQL database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","36583","test_with_mysql[spring_boot_mysql_app-8080-mysql/status]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_mysql","",""
"
    arrange: Build and deploy the charm. Integrate the charm with the smtp-integrator.
    act: Send an email from the charm.
    assert: The mailcatcher should have received the email.
    ","111511","test_smtp_integrations[django_app-8000]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_smtp","",""
"
    arrange: build and deploy the paas charm.
    act: deploy the redis database and relate it to the charm.
    assert: requesting the charm should return a correct response
    ","124346","test_with_redis[spring_boot_app-8080-redis/status]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_redis","",""
"
    arrange: build and deploy the ExpressJS charm. Set the config user-defined-config to a new value.
    act: call the endpoint to get the value of the env variable related to the config.
    assert: the value of the env variable and the config should match.
    ","","test_user_defined_config","tests.integration.expressjs","","unknown","","","test_expressjs","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","32219","test_non_optional[expressjs]","tests.integration.general","2026-09-12","passed","2026-09-12","","test_config","",""
"
    arrange: build and deploy the non-root charm.
    act: deploy the database and relate it to the charm.
    assert: requesting the charm should return a correct response indicate
        the database migration script has been executed and only executed once.
    ","93553","test_non_root_db_migration[ExpressJS non-root]","tests.integration.general","2026-09-12","passed","2026-09-12","","test_non_root_db_migration","",""
"
    arrange: build and deploy the flask charm, and change flask related configurations.
    act: query flask configurations from the Flask server.
    assert: the flask configuration should match flask related charm configurations.
    ","185","test_flask_config[debug]","tests.integration.flask","2026-09-12","passed","2026-09-12","","test_flask_configs","",""
"
    arrange: build and deploy the fastapi charm with postgresql integration.
    act: send a request to an endpoint that checks the table created by the micration script.
    assert: the fastapi application should return a correct response.
    ","232","test_migration","tests.integration.fastapi","2026-09-12","passed","2026-09-12","","test_fastapi","",""
"
    arrange: Deploy the application.
    act: Set the non-optional config options 1 by 1 and check.
    assert: At first both options should be in status message,
        when one set the charm should still be in blocked state
        with the message showing which option is missing.
        When both set charm should be in active state.
    ","30496","test_non_optional[fastapi]","tests.integration.general","2026-09-12","passed","2026-09-12","","test_config","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with loki charm.
    assert: loki joins relation successfully, logs are being output to container and to files for
        loki to scrape.
    ","151045","test_loki_integration[go_app-8080]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_loki","",""
"
    arrange: Build and deploy the charm. Integrate the charm with OpenFGA.
    act: Send a read authorization models request from the charm.
    assert: The request succeeds.
    ","48018","test_openfga_integrations[go_app-8080]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_openfga","",""
"
    arrange: after 12-Factor charm has been deployed.
    act: establish relations established with grafana charm.
    assert: grafana 12-Factor dashboard can be found.
    ","63135","test_grafana_integration[spring_boot_app-Spring Boot Operator]","tests.integration.integrations","2026-09-12","passed","2026-09-12","","test_grafana","",""
